,To rent,To sell,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of the terrace,Garden,Area of the garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,zipcode,type
10228522,True,False,1300.0,3.0,185.0,True,,,,,True,50.0,,,2.0,,,2800,Maisondemaître
10189060,True,False,685.0,1.0,63.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",9470,Appartement
10281783,True,False,600.0,2.0,88.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",8900,Appartement
10301633,True,False,790.0,1.0,,,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",2000,Appartement
10098441,True,False,690.0,2.0,68.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",8900,Appartement
10251568,True,False,675.0,2.0,72.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",4970,Appartement
10297890,True,False,700.0,1.0,,,True,,True,,,,,,,,"
                                    Excellent état
                                ",2270,Studio
10270017,True,False,690.0,2.0,,True,False,,True,,,,,,3.0,False,"
                                    Bon
                                ",9870,Rez-de-chaussée
10283494,True,False,695.0,2.0,76.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",1745,Appartement
10285580,True,False,585.0,2.0,72.0,,,,,,,,,,,,"
                                    Bon
                                ",2640,Appartement
10188086,True,False,700.0,1.0,35.0,,False,,,,,,,,2.0,,,1170,Studio
10255330,True,False,675.0,1.0,64.0,True,False,,True,,,,,,,,,2440,Appartement
10270660,True,False,700.0,1.0,45.0,True,False,,,,,,,,2.0,,"
                                    Fraîchement rénové
                                ",1435,Appartement
10180991,True,False,740.0,2.0,100.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",8580,Appartement
10283642,True,False,700.0,2.0,80.0,True,False,,,,,,,,,False,,6810,Appartement
10122217,True,False,775.0,1.0,38.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1050,Studio
10266827,True,False,750.0,2.0,86.0,True,,,,,,,,,3.0,,"
                                    Bon
                                ",2880,Appartement
10249001,True,False,715.0,2.0,103.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",8810,Rez-de-chaussée
10262044,True,False,795.0,1.0,68.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",2630,Appartement
10215419,True,False,830.0,3.0,94.0,True,False,,True,,,,,,,,"
                                    Excellent état
                                ",7050,Appartement
10220644,True,False,720.0,3.0,88.0,True,,,True,,,,,,2.0,False,"
                                    Excellent état
                                ",7300,Appartement
10215863,True,False,800.0,2.0,99.0,True,,,,,,,,,,,,2500,Appartement
10226759,True,False,720.0,3.0,,,False,,,,,,,,,,"
                                    Bon
                                ",9280,Appartement
10194495,True,False,850.0,2.0,86.0,True,False,,True,,,,,,,False,"
                                    Excellent état
                                ",1745,Duplex
10257003,True,False,850.0,2.0,104.0,,,,True,,,,,,2.0,,"
                                    Bon
                                ",2050,Appartement
10082683,True,False,720.0,2.0,67.0,True,False,,True,,"['\n                                    À définir\n                                ', '\n                                    Bon\n                                ', 1, 67, 18, '\n                                    Équipée\n                                ', 11, 2, 14, 8, False, 1, False, True, '\n                                    Sud\n                                ', True, '\n                                    Sud\n                                ', 10169, '\n                                                                    B\n                                                            ', 41027, False, False, '\n                                Gaz\n                            ', False, True, True, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 720, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 96, '\n                                                    http://www.immofrancois.be\n                                                ', '']",,,,,,"
                                    Bon
                                ",9550,Rez-de-chaussée
10173941,True,False,850.0,2.0,77.0,True,False,,True,,,,,,2.0,,"
                                    Excellent état
                                ",5000,Appartement
10277226,True,False,850.0,2.0,10973.0,,False,,True,,,,,,2.0,,"
                                    Bon
                                ",2230,Appartement
10236564,True,False,725.0,2.0,,True,False,,,,,,,,,,"
                                    Bon
                                ",7333,Appartement
10174646,True,False,895.0,2.0,93.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1730,Appartement
10265493,True,False,850.0,2.0,85.0,True,False,,True,,,,,,,,,2440,Appartement
10271376,True,False,725.0,2.0,75.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",9620,Appartement
10277548,True,False,920.0,2.0,115.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",7012,Appartement
10189241,True,False,875.0,2.0,,True,,,True,,,,,,,,"
                                    Excellent état
                                ",2220,Appartement
10129115,True,False,735.0,2.0,,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",8500,Appartement
9771541,True,False,950.0,1.0,45.0,True,,,,,,,,,2.0,,"
                                    Excellent état
                                ",1050,Appartement
9541365,True,False,890.0,2.0,100.0,True,,,,,,,,,,,"
                                    Bon
                                ",2640,Appartement
10268623,True,False,745.0,1.0,,True,False,,,,,,,,,,"
                                    Excellent état
                                ",8500,Duplex
10288670,True,False,900.0,2.0,90.0,True,,,,,,,,,3.0,,"
                                    Excellent état
                                ",2240,Appartement
7295023,True,False,950.0,1.0,80.0,True,False,,,,,,,,1.0,,"
                                    Excellent état
                                ",1050,Appartement
10170542,True,False,745.0,2.0,100.0,True,False,,True,,,,,,,False,"
                                    Bon
                                ",8500,Appartement
10287893,True,False,995.0,3.0,179.0,True,False,,,,,,,,4.0,False,"
                                    Excellent état
                                ",9000,Appartement
10253304,True,False,1045.0,2.0,110.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",2600,Appartement
10285795,True,False,750.0,1.0,60.0,True,,,True,,,,,,2.0,,,1348,Appartement
10239567,True,False,1080.0,1.0,65.0,True,False,,,,True,20.0,,,2.0,,"
                                    Excellent état
                                ",2580,Appartementdeservice
10261671,True,False,1000.0,2.0,93.0,True,,,,,,,,,,,"
                                    Excellent état
                                ",7090,Appartement
10252264,True,False,750.0,2.0,80.0,True,False,,,,,,,,,,,7900,Appartement
10239529,True,False,1080.0,1.0,65.0,True,False,,,,True,20.0,,,2.0,,"
                                    Excellent état
                                ",2580,Appartementdeservice
10282705,True,False,1250.0,2.0,86.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",1050,Appartement
10266196,True,False,750.0,3.0,,True,False,,,,,,,,,,"
                                    Bon
                                ",8500,Appartement
10278957,True,False,1095.0,1.0,65.0,,False,,,,,,,,3.0,False,"
                                    Bon
                                ",2000,Appartement
10013578,True,False,1250.0,2.0,110.0,True,,,,,,,,,3.0,False,"
                                    Excellent état
                                ",1420,Appartement
10274525,True,False,1100.0,2.0,75.0,True,True,,,,,,,,,,"
                                    Excellent état
                                ",2018,Appartement
10235922,True,False,1250.0,2.0,107.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",4052,Appartement
10234526,True,False,775.0,3.0,123.0,True,False,,,,,,,,,,"
                                    Fraîchement rénové
                                ",4500,Appartement
10239752,True,False,1201.0,2.0,81.0,True,False,,,,,,,,1.0,,"
                                    Excellent état
                                ",2580,Appartementdeservice
10194571,True,False,1400.0,3.0,150.0,True,False,,,,,,,,1.0,False,"
                                    Excellent état
                                ",1932,Triplex
10241506,True,False,790.0,1.0,65.0,,False,,,,,,,,,,"
                                    Bon
                                ",1190,Appartement
10189863,True,False,800.0,2.0,80.0,True,False,,,,,,,,2.0,,,4432,Appartement
10239804,True,False,1262.0,3.0,93.0,True,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",2580,Appartementdeservice
10098257,True,False,1450.0,2.0,148.0,True,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",1050,Appartement
10239777,True,False,1262.0,2.0,88.0,True,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",2580,Appartementdeservice
10280640,True,False,775.0,2.0,76.0,True,False,,,,,,,,4.0,,,7866,Appartement
9921186,True,False,1495.0,3.0,126.0,True,False,,,,,,,,4.0,False,"
                                    Excellent état
                                ",9830,Appartement
9549883,True,False,1265.0,1.0,76.0,,False,,,,,,,,4.0,False,"
                                    Bon
                                ",2320,Appartementdeservice
10280639,True,False,775.0,2.0,76.0,True,False,,,,,,,,4.0,,,7866,Appartement
10289241,True,False,1550.0,3.0,152.0,,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",4000,Penthouse
9549882,True,False,1265.0,1.0,75.0,,False,,,,,,,,4.0,False,"
                                    Bon
                                ",2320,Appartementdeservice
10257969,True,False,800.0,2.0,92.0,True,True,,,,,,,,2.0,,"
                                    Bon
                                ",8430,Rez-de-chaussée
10293492,True,False,600.0,2.0,75.0,True,False,,True,,,,,,3.0,False,"
                                    Bon
                                ",4851,Rez-de-chaussée
9549914,True,False,1279.0,1.0,78.0,,False,,,,,,,,4.0,False,"
                                    Bon
                                ",2320,Appartementdeservice
10280947,True,False,810.0,1.0,80.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",5000,Appartement
10293756,True,False,640.0,2.0,96.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",8900,Appartement
10284800,True,False,820.0,2.0,100.0,,False,,True,,,,,,2.0,,"
                                    Bon
                                ",1470,Appartement
9549820,True,False,1327.0,1.0,86.0,,False,,,,,,,,4.0,False,"
                                    Bon
                                ",2320,Appartementdeservice
10295897,True,False,920.0,3.0,175.0,True,,,,,True,200.0,,,2.0,False,"
                                    Fraîchement rénové
                                ",4550,Maisonbel-étage
9948263,True,False,1350.0,2.0,90.0,,True,,,,"[11, 'Scarlatti', 1979, 8, '\n                                    Excellent état\n                                ', 1, 'Urbain\n                                                                ', 90, 20, 2, 12, 12, False, 1, 2, False, 4, True, False, True, '\n                                    Est\n                                ', 6, 336, '\n                                                                    D\n                                                            ', False, False, False, True, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1350, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 515, '\n                                                    http://www.cres.be\n                                                ', 215]",,,,,,"
                                    Excellent état
                                ",2000,Appartement
10305303,True,False,1500.0,4.0,175.0,,,,,,,,,,4.0,False,"
                                    Bon
                                ",1300,Maison
10191850,True,False,820.0,2.0,92.0,True,False,,True,,,,,,2.0,False,"
                                    Excellent état
                                ",3300,Appartement
9549819,True,False,1359.0,1.0,90.0,,False,,,,,,,,4.0,False,"
                                    Bon
                                ",2320,Appartementdeservice
10302083,True,False,1100.0,1.0,79.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1180,Appartement
10233948,True,False,825.0,1.0,65.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",5000,Appartement
10246980,True,False,830.0,2.0,,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",3270,Appartement
10245757,True,False,1400.0,3.0,90.0,True,True,,,,,,,,,False,,2060,Appartement
10301983,True,False,1100.0,2.0,95.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",6700,Duplex
10303482,True,False,650.0,1.0,85.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",5300,Appartement
10148172,True,False,830.0,3.0,136.0,True,False,,,,,,,,2.0,,,3290,Appartement
10196047,True,False,2400.0,2.0,136.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2000,Appartement
10303692,True,False,870.0,2.0,86.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9000,Appartement
10196234,True,False,830.0,2.0,,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",7800,Appartement
10296349,True,False,1350.0,2.0,125.0,,True,,,,,,,,2.0,,"
                                    Excellent état
                                ",2050,Appartement
10246119,True,False,850.0,1.0,88.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",1700,Loft
10291007,True,False,1100.0,2.0,87.0,True,True,,,,,,,,2.0,,,1140,Appartement
10280224,True,False,1100.0,3.0,184.0,True,False,,True,,,,,,3.0,False,"
                                    Bon
                                ",2800,Maison
10296003,True,False,500.0,,27.0,True,,,,,,,,,2.0,False,"
                                    Bon
                                ",4000,Studio
10280909,True,False,865.0,2.0,84.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",5000,Appartement
10253341,True,False,2000.0,5.0,250.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",2600,Maison
10304384,True,False,695.0,1.0,61.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1400,Appartement
10273512,True,False,870.0,2.0,,True,False,,,,,,,,,,"
                                    Excellent état
                                ",7100,Appartement
10301966,True,False,570.0,1.0,50.0,True,,,,,,,,,,False,"
                                    Bon
                                ",2600,Studio
10304488,True,False,1300.0,1.0,75.0,True,,,,,True,43.0,,,2.0,False,"
                                    Excellent état
                                ",1150,Appartement
10280945,True,False,880.0,1.0,70.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",5000,Appartement
10303354,True,False,790.0,1.0,,True,False,,,,,,,,3.0,False,"
                                    Excellent état
                                ",2520,Appartement
10304401,True,False,1550.0,2.0,100.0,True,,,,,True,35.0,,,2.0,False,"
                                    Bon
                                ",1160,Triplex
10268292,True,False,890.0,3.0,136.0,True,False,,True,,,,,,4.0,,,6560,Penthouse
10295505,True,False,825.0,2.0,80.0,True,True,,,,,,,,1.0,False,"
                                    Excellent état
                                ",2100,Appartement
10258907,True,False,890.0,2.0,104.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9700,Appartement
10175972,True,False,1490.0,3.0,156.0,True,False,,,,,,,,3.0,False,"
                                    Excellent état
                                ",1332,Maison
10294849,True,False,1300.0,4.0,174.0,,False,,True,,,,,,4.0,,"
                                    Bon
                                ",2560,Maison
10177254,True,False,890.0,2.0,98.0,True,,,,,True,400.0,,,2.0,False,"
                                    Bon
                                ",9700,Appartement
10297694,True,False,1250.0,2.0,95.0,True,False,,True,,,,,,3.0,,"
                                    Excellent état
                                ",2100,Rez-de-chaussée
10298712,True,False,1200.0,2.0,105.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",8000,Appartement
10245055,True,False,895.0,3.0,120.0,True,False,,,,,,,,4.0,,,1350,Appartement
10273741,True,False,595.0,2.0,83.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",8970,Appartement
10288119,True,False,590.0,,40.0,True,,,True,,,,,,3.0,,"
                                    Excellent état
                                ",2660,Studio
10239187,True,False,895.0,2.0,76.0,,,,,,,,,,2.0,,"
                                    Bon
                                ",1420,Appartement
10280210,True,False,650.0,,32.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",1400,Studio
10220134,True,False,680.0,2.0,82.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2450,Penthouse
10185728,True,False,900.0,2.0,80.0,True,False,,,,,,,,2.0,,,1120,Appartement
10126183,True,False,650.0,2.0,60.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",4800,Appartement
10283529,True,False,725.0,2.0,70.0,,False,,,,,,,,2.0,False,"
                                    Bon
                                ",2610,Appartement
10106209,True,False,900.0,2.0,93.0,,,,,,,,,,,,"
                                    Excellent état
                                ",5580,Appartement
10165104,True,False,650.0,,39.0,True,True,,,,,,,,2.0,,,6700,Studio
10236401,True,False,750.0,2.0,80.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",2220,Appartement
10278548,True,False,900.0,2.0,72.0,True,False,,True,,,,,,,,"
                                    Excellent état
                                ",8420,Appartement
10019252,True,False,690.0,2.0,76.0,True,False,,,,True,1200.0,,,4.0,False,"
                                    Bon
                                ",4802,Appartement
10152669,True,False,750.0,2.0,80.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",2220,Appartement
10172186,True,False,920.0,2.0,,True,False,,True,,,,,,,,"
                                    Bon
                                ",3070,Appartement
10270690,True,False,750.0,2.0,70.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",2530,Appartement
10268692,True,False,700.0,2.0,80.0,True,False,,,,,,,,,False,"
                                    Bon
                                ",7331,Appartement
10233221,True,False,925.0,1.0,85.0,,False,,True,,,,,,2.0,False,"
                                    Excellent état
                                ",1030,Appartement
10175838,True,False,785.0,,75.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",2018,Duplex
10164865,True,False,700.0,2.0,90.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",8860,Appartement
10245326,True,False,925.0,2.0,93.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1880,Appartement
10224466,True,False,785.0,2.0,100.0,True,,,,,,,,,1.0,False,"
                                    Fraîchement rénové
                                ",2500,Appartement
10212410,True,False,705.0,2.0,80.0,True,,,,,,,,,,False,"
                                    Bon
                                ",6001,Appartement
10273374,True,False,930.0,1.0,50.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",1950,Appartement
10283427,True,False,946.0,1.0,70.0,True,False,,True,,,,,,4.0,,"
                                    Excellent état
                                ",2220,Appartementdeservice
7823128,True,False,950.0,,44.0,True,True,,,,,,,,,,"
                                    Excellent état
                                ",1160,Studio
10198623,True,False,750.0,2.0,99.0,True,False,,,,,,,,3.0,False,"
                                    Excellent état
                                ",4910,Rez-de-chaussée
10281426,True,False,975.0,1.0,65.0,,False,,,,,,,,3.0,False,"
                                    Bon
                                ",2000,Appartement
10284001,,,,2.0,85.0,True,False,,,,True,38.0,,,3.0,,"
                                    Excellent état
                                ",1400,Rez-de-chaussée
10253991,True,False,750.0,2.0,78.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",5004,Appartement
10270455,True,False,990.0,1.0,63.0,True,False,,,,,,,,4.0,,"
                                    Excellent état
                                ",2880,Appartementdeservice
10256702,True,False,750.0,2.0,108.0,True,False,,,,,,,,3.0,False,"
                                    Bon
                                ",5100,Appartement
9991161,True,False,950.0,2.0,85.0,,,,,,,,,,3.0,,"
                                    Excellent état
                                ",1440,Appartement
10233048,True,False,1000.0,2.0,115.0,,True,,,,,,,,3.0,,"
                                    Excellent état
                                ",2500,Appartement
10284718,True,False,750.0,2.0,89.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",9100,Appartement
10222171,True,False,950.0,2.0,100.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9070,Appartement
9537261,True,False,1150.0,2.0,91.0,True,,,,,,,,,,,,2950,Penthouse
10266033,True,False,780.0,2.0,82.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",9100,Appartement
10277925,True,False,975.0,1.0,80.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1180,Appartement
10285341,True,False,1195.0,2.0,,True,False,,,,,,,,3.0,,"
                                    Bon
                                ",2000,Appartement
10167256,True,False,975.0,2.0,83.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",3000,Appartement
9975250,True,False,790.0,2.0,90.0,True,,,,,,,,,3.0,False,"
                                    Excellent état
                                ",7390,Appartement
10283590,True,False,1000.0,2.0,,True,False,,True,,"['\n                                    À définir\n                                ', '\n                                    Bon\n                                ', 1, 30, '\n                                    Équipée\n                                ', 14, 2, 13, 11, False, 1, True, False, '\n                                        Connecté\n                                    ', True, True, '\n                                    Sud\n                                ', True, '\n                                    Sud\n                                ', 323, '\n                                                                    D\n                                                            ', 20221123, False, False, '\n                                Gaz\n                            ', False, True, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1000, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 130, '\n                                                    http://www.palton.be\n                                                ', '']",,,,,,"
                                    Bon
                                ",2382,Maison
10260651,True,False,995.0,2.0,83.0,True,False,,,,,,,,2.0,,,1070,Appartement
10221828,True,False,800.0,2.0,85.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",8800,Appartement
10286309,True,False,1350.0,3.0,180.0,True,False,,True,,True,120.0,,,,,,2070,Maison
10179190,True,False,1000.0,2.0,95.0,True,False,,True,,,,,,2.0,,"
                                    Excellent état
                                ",1730,Appartement
10296891,True,False,730.0,,44.0,,True,,,,,,,,2.0,False,"
                                    Bon
                                ",2050,Appartement
7368251,True,False,810.0,2.0,108.0,True,False,,,,,,,,4.0,,"
                                    Excellent état
                                ",4280,Appartement
10287579,True,False,1050.0,1.0,65.0,True,False,,,,True,25.0,,,2.0,,"
                                    Excellent état
                                ",1180,Rez-de-chaussée
10252058,True,False,810.0,2.0,98.0,True,False,,True,,,,,,4.0,,"
                                    Excellent état
                                ",4920,Penthouse
10297152,True,False,1250.0,3.0,,True,False,,,,"[2022, 4, 2, '\n                                    Équipée\n                                ', 3, 1, 2, False, True, True, '\n                                    Sud-ouest\n                                ', False, False, False, False, False, False, '\n                                Gaz\n                            ', True, 1250, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 28, 2435]",,,,4.0,,,2230,Maison
10269850,True,False,1050.0,1.0,72.0,True,False,,,,True,70.0,,,2.0,False,"
                                    Bon
                                ",1200,Appartement
10239842,True,False,845.0,2.0,145.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",8700,Appartement
10302004,True,False,695.0,1.0,485.0,True,True,,,,True,100.0,,,2.0,,"
                                    Excellent état
                                ",2140,Maisondemaître
10239188,True,False,1050.0,2.0,101.0,True,,,,,,,,,4.0,,"
                                    Bon
                                ",1420,Penthouse
10224750,True,False,850.0,2.0,73.0,True,,,,,,,,,4.0,,"
                                    Bon
                                ",1640,Appartement
10303201,True,False,795.0,2.0,76.0,,,,,,,,,,2.0,,"
                                    Excellent état
                                ",2060,Appartement
10280906,True,False,1050.0,2.0,124.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",5000,Appartement
10266404,True,False,850.0,1.0,60.0,True,False,,True,,True,150.0,,,2.0,,"
                                    Excellent état
                                ",1700,Appartement
10177891,True,False,700.0,2.0,108.0,,,,True,,,,,,,,"
                                    Excellent état
                                ",2235,Appartement
10254810,True,False,1080.0,3.0,96.0,True,False,,,,,,,,3.0,False,"
                                    Excellent état
                                ",1800,Appartement
10238647,True,False,850.0,2.0,117.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",7170,Appartement
10273606,True,False,1080.0,2.0,85.0,True,False,,,,"['\n                                    Immédiatement\n                                ', 'zonnebos', '\n                                    Bon\n                                ', 2, '\n                                        Visite virtuelle\n                                    ', 85, 32, '\n                                    Équipée\n                                ', 8, 2, 15, 11, 1, 1, True, False, True, '\n                                    Sud-ouest\n                                ', 406, '\n                                                                    E\n                                                            ', 20221207, False, False, False, '\n                                Gaz\n                            ', True, 1080, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 10, 5903]",,,,,,"
                                    Bon
                                ",1820,Appartement
10297621,True,False,2000.0,5.0,170.0,,True,,,,True,10.0,,,2.0,,"
                                    Excellent état
                                ",2018,Maison
10217151,True,False,865.0,2.0,74.0,True,False,,,,True,14.0,,,2.0,,"
                                    Bon
                                ",9000,Rez-de-chaussée
10297623,True,False,750.0,2.0,85.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",2660,Appartement
10280561,True,False,1100.0,1.0,56.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1150,Appartement
10302781,True,False,880.0,2.0,78.0,True,False,,,,,,,,4.0,,,4880,Appartement
10275746,True,False,1100.0,3.0,110.0,,False,,True,,,,,,3.0,,"
                                    Bon
                                ",1853,Appartement
10303091,True,False,750.0,2.0,,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2560,Appartement
10277780,True,False,1135.0,2.0,82.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",1140,Appartement
10275394,True,False,885.0,1.0,61.0,True,False,,,,,,,,3.0,False,"
                                    Bon
                                ",9000,Appartement
10280013,True,False,750.0,2.0,70.0,,,,,,,,,,2.0,,"
                                    Bon
                                ",2050,Appartement
10275432,True,False,895.0,2.0,97.0,True,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",5004,Appartement
10288697,True,False,1150.0,2.0,85.0,True,False,,,,True,45.0,,,2.0,False,"
                                    Excellent état
                                ",1180,Appartement
10240721,True,False,790.0,2.0,,,False,,,,,,,,,,,2880,Appartement
10261889,True,False,900.0,2.0,72.0,False,False,,,,,,,,3.0,False,"
                                    Bon
                                ",1160,Appartement
10208108,True,False,1230.0,3.0,144.0,True,False,,,,,,,,,,"
                                    Bon
                                ",9000,Appartement
10086491,True,False,950.0,3.0,200.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",8800,Appartement
10277751,True,False,1250.0,2.0,115.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1050,Appartement
10155249,True,False,795.0,1.0,,,False,,,,,,,,1.0,,"
                                    Excellent état
                                ",2930,Appartement
10063095,True,False,1250.0,2.0,100.0,,False,,True,,,,,,,,"
                                    Fraîchement rénové
                                ",1160,Appartement
10275386,True,False,1090.0,1.0,73.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",1190,Appartement
10195225,True,False,799.0,2.0,100.0,True,False,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",2300,Appartement
10276483,True,False,1250.0,2.0,95.0,True,False,,True,,,,,,4.0,False,"
                                    Excellent état
                                ",1180,Appartement
10272714,True,False,1150.0,2.0,85.0,True,False,,,,,,,,,True,"
                                    Excellent état
                                ",1000,Appartement
9245821,True,False,800.0,2.0,100.0,,,,,,,,,,,,"
                                    Excellent état
                                ",2850,Appartement
10271032,True,False,1250.0,1.0,185.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9000,Appartement
10242563,True,False,1150.0,1.0,73.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",1180,Appartement
10211154,True,False,820.0,1.0,81.0,,False,,True,,,,,,,,"
                                    Excellent état
                                ",2801,Appartement
10280789,True,False,1400.0,2.0,118.0,True,False,,,,,,,,4.0,False,"
                                    Excellent état
                                ",1180,Appartement
10276958,True,False,830.0,2.0,105.0,,,,,,,,,,,,"
                                    Excellent état
                                ",2275,Duplex
10280682,True,False,1200.0,2.0,113.0,True,False,,,,,,,,2.0,,"
                                    Fraîchement rénové
                                ",1150,Appartement
10236285,True,False,1400.0,2.0,118.0,True,False,,,,,,,,4.0,False,"
                                    Excellent état
                                ",1180,Appartement
10153374,True,False,850.0,2.0,100.0,True,,,,,,,,,2.0,,"
                                    Excellent état
                                ",2100,Appartement
10121860,True,False,1200.0,3.0,112.0,True,False,,,,,,,,4.0,,"
                                    Excellent état
                                ",1180,Appartement
10264797,True,False,1450.0,3.0,115.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",1190,Appartement
10230475,True,False,850.0,2.0,85.0,,,,,,,,,,,False,,2880,Appartement
10265714,True,False,1200.0,2.0,105.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",8200,Appartement
10274715,True,False,1450.0,2.0,115.0,True,False,,True,,,,,,2.0,,"
                                    Excellent état
                                ",1200,Appartement
10231280,True,False,875.0,2.0,101.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",2060,Duplex
10284830,True,False,1350.0,2.0,110.0,True,False,,,,,,,,4.0,False,"
                                    Excellent état
                                ",1180,Appartement
10286984,True,False,895.0,2.0,85.0,True,False,,,,True,55.0,,,,,"
                                    Bon
                                ",2820,Appartement
10031354,True,False,1450.0,2.0,109.0,True,False,,,,,,,,,,"
                                    Fraîchement rénové
                                ",1200,Appartement
10242556,True,False,1350.0,2.0,90.0,True,False,,,,,,,,3.0,,,1200,Appartement
10120006,True,False,900.0,1.0,90.0,True,,,,,,,,,3.0,,"
                                    Excellent état
                                ",2330,Rez-de-chaussée
10198569,True,False,1500.0,,50.0,,True,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1000,Studio
10284279,True,False,900.0,2.0,119.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2390,Rez-de-chaussée
